"job_id","title_vi","description_vi","skills_vi","riasec_centroid_json","tags_vi"
"25-2023.00","Giáo viên nghề nghiệp/ giáo dục kỹ thuật, trường trung học","Giáo dục các môn nghề nghiệp, nghề nghiệp hoặc kỹ thuật cho học sinh ở cấp trung học, trung học hoặc trung học trung học.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.39571428571428574, 0.48714285714285716, 0.52, 1.0, 0.31428571428571433, 0.51]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-2031.00","Giáo viên trung học, ngoại trừ giáo dục đặc biệt và nghề nghiệp/kỹ thuật","Giáo dục một hoặc nhiều môn học cho học sinh ở cấp trung học.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.40714285714285714, 0.4614285714285714, 0.53, 1.0, 0.39285714285714285, 0.5185714285714286]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-2032.00","Giáo viên nghề nghiệp/ giáo dục kỹ thuật, trường trung học","Giáo dục các môn nghề nghiệp, nghề nghiệp hoặc kỹ thuật cho học sinh ở cấp trung học.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.4042857142857143, 0.47714285714285715, 0.5171428571428571, 1.0, 0.3871428571428571, 0.49714285714285716]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-2051.00","Giáo viên giáo dục đặc biệt, trường mẫu giáo","Giảng dạy các kỹ năng học tập, xã hội và cuộc sống cho học sinh tuổi trước khi đi học có khuyết tật học hỏi, cảm xúc hoặc thể chất. Bao gồm các giáo viên chuyên môn và làm việc với sinh viên mù hoặc bị suy giảm thị lực; sinh viên điếc hoặc bị mất thính lực; và sinh viên bị khuyết tật trí tuệ.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.3457142857142857, 0.5228571428571429, 0.55, 1.0, 0.24571428571428572, 0.4685714285714285]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"25-2055.00","Giáo viên giáo dục đặc biệt, trường mẫu giáo","Giảng dạy các kỹ năng học tập, xã hội và cuộc sống cho học sinh mẫu giáo có khuyết tật học hỏi, cảm xúc hoặc thể chất. Bao gồm các giáo viên chuyên môn và làm việc với sinh viên mù hoặc bị suy giảm thị lực; sinh viên điếc hoặc bị mất thính lực; và sinh viên bị khuyết tật trí tuệ.","","[0.36428571428571427, 0.5428571428571428, 0.52, 1.0, 0.25, 0.5271428571428571]",""
"25-2056.00","Giáo viên giáo dục đặc biệt, trường tiểu học","Giảng dạy các kỹ năng học tập, xã hội và cuộc sống cho học sinh tiểu học có khuyết tật học hỏi, cảm xúc hoặc thể chất. Bao gồm các giáo viên chuyên môn và làm việc với sinh viên mù hoặc bị suy giảm thị lực; sinh viên điếc hoặc bị mất thính lực; và sinh viên bị khuyết tật trí tuệ.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.33428571428571424, 0.5642857142857143, 0.5171428571428571, 1.0, 0.2557142857142857, 0.4942857142857143]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"25-2057.00","Giáo viên giáo dục đặc biệt, trường trung học","Giảng dạy các kỹ năng học tập, xã hội và cuộc sống cho học sinh trung học có khuyết tật học hỏi, cảm xúc hoặc thể chất. Bao gồm các giáo viên chuyên môn và làm việc với sinh viên mù hoặc bị suy giảm thị lực; sinh viên điếc hoặc bị mất thính lực; và sinh viên bị khuyết tật trí tuệ.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.34714285714285714, 0.5557142857142857, 0.5542857142857143, 1.0, 0.2571428571428572, 0.48142857142857143]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-2058.00","Giáo viên giáo dục đặc biệt, trường trung học","Giảng dạy các kỹ năng học tập, xã hội và cuộc sống cho học sinh trung học có khuyết tật học hỏi, cảm xúc hoặc thể chất. Bao gồm các giáo viên chuyên môn và làm việc với sinh viên mù hoặc bị suy giảm thị lực; sinh viên điếc hoặc bị mất thính lực; và sinh viên bị khuyết tật trí tuệ.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.37285714285714283, 0.5514285714285714, 0.5357142857142857, 1.0, 0.2785714285714286, 0.4628571428571429]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-2059.01","Các chuyên gia giáo dục thể chất thích nghi","Cung cấp hướng dẫn hoặc dịch vụ giáo dục thể chất cá nhân cho trẻ em, thanh thiếu niên hoặc người lớn có nhu cầu thể chất đặc biệt do chậm phát triển động cơ hoặc suy giảm khác.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.6228571428571429, 0.5171428571428571, 0.3757142857142857, 1.0, 0.2557142857142857, 0.5128571428571428]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-3011.00","Giáo dục cơ bản người lớn, giáo dục trung học người lớn và giảng viên tiếng Anh là ngôn ngữ thứ hai","Giáo dục hoặc hướng dẫn trẻ em và người lớn ngoài trường học về giáo dục cơ bản, biết chữ, hoặc tiếng Anh như một lớp học ngôn ngữ thứ hai, hoặc trong các lớp học để kiếm được bằng chứng bằng cấp trường trung học.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.3485714285714286, 0.44571428571428573, 0.5328571428571428, 1.0, 0.4185714285714286, 0.4957142857142857]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-3021.00","Các giáo viên tự làm giàu","Giáo dục hoặc hướng dẫn cá nhân hoặc nhóm cho mục đích chính của tự phong phú hóa hoặc giải trí, chứ không phải cho mục tiêu nghề nghiệp, đạt được giáo dục, cạnh tranh hoặc thể dục.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.37285714285714283, 0.42142857142857143, 0.5914285714285714, 1.0, 0.4542857142857143, 0.42714285714285716]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-3031.00","Giáo viên thay thế, ngắn hạn","Giáo dục học sinh theo cơ sở ngắn hạn như là một thay thế tạm thời cho một giáo viên lớp học thường xuyên, thường sử dụng kế hoạch bài học của giáo viên thường xuyên.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết","[0.37285714285714283, 0.37285714285714283, 0.4342857142857143, 0.9671428571428571, 0.35000000000000003, 0.5314285714285715]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết"
"25-3041.00","Giáo viên","Chỉ thị cho học sinh cá nhân hoặc các nhóm nhỏ học sinh trong các môn học hỗ trợ giảng dạy lớp học chính thức hoặc chuẩn bị cho các bài kiểm tra tiêu chuẩn hoặc tuyển sinh.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.32285714285714284, 0.46714285714285714, 0.4628571428571429, 0.9285714285714286, 0.23428571428571426, 0.47285714285714286]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-4011.00","Các nhà lưu trữ","Đánh giá, chỉnh sửa và bảo quản trực tiếp các hồ sơ vĩnh viễn và tài liệu có giá trị lịch sử. Tham gia vào các hoạt động nghiên cứu dựa trên tài liệu lưu trữ.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|giao tiếp nói|viết","[0.39714285714285713, 0.6542857142857142, 0.42142857142857143, 0.4428571428571429, 0.2742857142857143, 0.86]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|giao tiếp nói|viết"
"25-4012.00","Các giám sát viên","Quản lý các bộ sưu tập, chẳng hạn như các tác phẩm nghệ thuật, đồ sưu tầm, vật thể lịch sử hoặc mẫu vật khoa học của bảo tàng hoặc các tổ chức khác. Có thể thực hiện các hoạt động giảng dạy, nghiên cứu hoặc dịch vụ công cộng của tổ chức.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|quản lý nguồn lực vật chất|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|đánh giá hệ thống|quản lý thời gian|viết","[0.3828571428571429, 0.49000000000000005, 0.49000000000000005, 0.5257142857142857, 0.55, 0.6857142857142857]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|quản lý nguồn lực vật chất|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|đánh giá hệ thống|quản lý thời gian|viết"
"25-4013.00","Các kỹ thuật viên bảo tàng và nhà bảo tồn","Khôi phục, bảo trì hoặc chuẩn bị các vật thể trong bộ sưu tập bảo tàng để lưu trữ, nghiên cứu hoặc trưng bày. Có thể làm việc với các mẫu vật như hóa thạch, bộ phận xương hoặc thực vật; hoặc đồ tạo tác, dệt may hoặc nghệ thuật. Có thể xác định và ghi lại các đối tượng hoặc cài đặt và sắp xếp chúng trong các triển lãm. Bao gồm các bộ bảo quản sách hoặc tài liệu.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết","[0.8099999999999999, 0.4585714285714286, 0.44857142857142857, 0.37714285714285717, 0.21571428571428572, 0.6542857142857142]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|giao tiếp nói|viết"
"25-4022.00","Các thư viện và chuyên gia về bộ sưu tập truyền thông","Quản lý và duy trì thư viện hoặc bộ sưu tập thông tin, cho quyền truy cập công cộng hoặc tư nhân thông qua tham khảo hoặc vay. Làm việc trong một loạt các thiết lập, chẳng hạn như các tổ chức giáo dục, bảo tàng và các tập đoàn, và với các loại tài liệu thông tin khác nhau, như sách, ấn phẩm định kỳ, ghi âm, phim và cơ sở dữ liệu. Các nhiệm vụ có thể bao gồm thu thập, liệt kê và lưu hành các tài liệu thư viện, và các dịch vụ cho người dùng như xác định vị trí và tổ chức thông tin, cung cấp hướng dẫn về cách truy cập thông tin và thiết lập và vận hành thiết bị truyền thông của thư viện.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.33285714285714285, 0.5171428571428571, 0.37857142857142856, 0.5771428571428572, 0.39428571428571424, 0.8328571428571429]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"25-4031.00","Các kỹ thuật viên thư viện","Giúp các nhà thư viện bằng cách giúp người đọc sử dụng danh mục thư viện, cơ sở dữ liệu và chỉ mục để tìm sách và các tài liệu khác; và bằng cách trả lời các câu hỏi đòi hỏi chỉ cần tham khảo ngắn gọn tài liệu tham khảo tiêu chuẩn. Thu thập hồ sơ; sắp xếp và ngăn xếp sách hoặc phương tiện khác; loại bỏ hoặc sửa chữa sách bị hư hỏng hoặc phương pháp khác; đăng ký khách hàng; và kiểm tra các vật liệu trong và ngoài quá trình lưu thông. Thay thế vật liệu trong khu vực kệ (những đống) hoặc các tập tin. Bao gồm các tài xế sách di động giúp cung cấp dịch vụ trong thư viện di động.","lắng nghe tích cực|phối hợp|tư duy phản biện|chiến lược học tập|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.43857142857142856, 0.3842857142857143, 0.2285714285714286, 0.5814285714285715, 0.2671428571428572, 0.9299999999999999]","Giáo dục/Đào tạo|lắng nghe tích cực|phối hợp|tư duy phản biện|chiến lược học tập|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"25-9021.00","Giáo viên quản lý nông nghiệp và gia đình","Giảng dạy và tư vấn cho cá nhân và gia đình tham gia vào nông nghiệp, các quy trình liên quan đến nông nghiệp hoặc các hoạt động quản lý nhà. Hiển thị các thủ tục và áp dụng kết quả nghiên cứu để thúc đẩy các hoạt động quản lý nông nghiệp và nhà. Có thể phát triển các chương trình giáo dục. Có thể hướng dẫn về các vấn đề nông nghiệp như quy trình và kỹ thuật nông nghiệp, quản lý độc hại và an toàn thực phẩm, hoặc về vấn đề quản lý nhà như ngân sách, dinh dưỡng và phát triển trẻ em.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|đánh giá hệ thống|viết","[0.5657142857142857, 0.6114285714285714, 0.33, 0.6900000000000001, 0.4985714285714286, 0.4542857142857143]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|đánh giá hệ thống|viết"
"25-9031.00","Các nhà điều phối hướng dẫn","Phát triển tài liệu giảng dạy, phối hợp nội dung giáo dục và kết hợp công nghệ hiện tại vào giảng dạy để cung cấp hướng dẫn cho các giáo viên và giảng viên để phát triển chương trình giảng dạy và tiến hành các khóa học. Có thể đào tạo và huấn luyện giáo viên. Bao gồm các cố vấn và chuyên gia giáo dục, và giám đốc tài liệu giáo dục.","học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.2414285714285714, 0.5685714285714286, 0.49714285714285716, 0.88, 0.6071428571428571, 0.5757142857142857]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|tư duy phản biện|hướng dẫn|phán đoán & ra quyết định|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"25-9042.00","Trợ lý giảng dạy, trường mẫu giáo, tiểu học, trung học và trung học, ngoại trừ giáo dục đặc biệt","Giúp một giáo viên mẫu giáo, tiểu học, trung học hoặc trung học với các nhiệm vụ giảng dạy. Phục vụ tại vị trí mà giáo viên có trách nhiệm chính về việc thiết kế và thực hiện các chương trình và dịch vụ giáo dục.","lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết","[0.39428571428571424, 0.34142857142857147, 0.3271428571428571, 0.9157142857142857, 0.37142857142857144, 0.6714285714285715]","Giáo dục/Đào tạo|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|quản lý thời gian|viết"
"25-9043.00","Trợ lý giảng dạy, Giáo dục đặc biệt","Giúp một giáo viên mẫu giáo, tiểu học, trung học, hoặc trung học để cung cấp các kỹ năng học tập, xã hội, hoặc cuộc sống cho học sinh có khuyết tật học hỏi, cảm xúc, hoặc thể chất. Phục vụ tại vị trí mà giáo viên có trách nhiệm chính về việc thiết kế và thực hiện các chương trình và dịch vụ giáo dục.","lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.36, 0.4228571428571429, 0.3814285714285714, 0.99, 0.34285714285714286, 0.5942857142857143]","Giáo dục/Đào tạo|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"25-9044.00","Trợ lý giảng dạy, sau trường trung học","Giúp giảng viên hoặc nhân viên giảng dạy khác tại các tổ chức sau trung học bằng cách thực hiện các hoạt động hỗ trợ giảng dạy, chẳng hạn như phát triển tài liệu giảng dạy , dẫn đầu các nhóm thảo luận, chuẩn bị và đưa ra kỳ thi, và kỳ thi cấp hoặc bài báo.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.2942857142857143, 0.4628571428571429, 0.31, 0.9657142857142856, 0.3985714285714286, 0.6642857142857144]","Giáo dục/Đào tạo|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|hướng dẫn|chiến lược học tập|giám sát|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"27-1011.00","Giám đốc nghệ thuật","Xác định các khái niệm thiết kế và cách tiếp cận trình bày cho các sản phẩm trực quan và phương tiện truyền thông, chẳng hạn như in ấn, phát sóng, video và phim ảnh.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|quản lý thời gian|viết","[0.43142857142857144, 0.38571428571428573, 1.0, 0.39999999999999997, 0.7585714285714286, 0.5457142857142857]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|quản lý thời gian|viết"
"27-1012.00","Các nghệ sĩ thủ công","Tạo hoặc tái tạo các vật làm bằng tay để bán và triển lãm bằng cách sử dụng nhiều kỹ thuật khác nhau, chẳng hạn như hàn, dệt, gốm, và công nghệ kim.","lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói","[0.8371428571428572, 0.26857142857142857, 0.8571428571428571, 0.24571428571428572, 0.41428571428571426, 0.36428571428571427]","Nghệ thuật/Thiết kế|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|giám sát|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói"
"27-1013.00","Các nghệ sĩ đẹp, bao gồm các họa sĩ, nhà điêu khắc và họa sĩ minh họa","Tạo tác phẩm nghệ thuật gốc bằng cách sử dụng bất kỳ phương tiện và kỹ thuật đa dạng nào.","học chủ động|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|đọc hiểu|giao tiếp nói","[0.58, 0.3828571428571429, 1.0, 0.3242857142857143, 0.3385714285714286, 0.33428571428571424]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|đọc hiểu|giao tiếp nói"
"27-1014.00","Các tác dụng đặc biệt Các nghệ sĩ và người hoạt hình","Tạo hiệu ứng đặc biệt hoặc hoạt hình bằng cách sử dụng phim, video, máy tính hoặc các công cụ điện tử và phương tiện truyền thông khác để sử dụng trong các sản phẩm, chẳng hạn như trò chơi máy tính, phim ảnh, video âm nhạc và quảng cáo.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|viết","[0.5314285714285715, 0.39999999999999997, 1.0, 0.30142857142857143, 0.3871428571428571, 0.46]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|chiến lược học tập|giám sát|thuyết phục|đọc hiểu|giao tiếp nói|viết"
"27-1021.00","Các nhà thiết kế thương mại và công nghiệp","Thiết kế và phát triển các sản phẩm sản xuất, chẳng hạn như ô tô, thiết bị gia dụng và đồ chơi cho trẻ em. Kết hợp tài năng nghệ thuật với nghiên cứu về việc sử dụng sản phẩm, tiếp thị và vật liệu để tạo ra thiết kế sản phẩm chức năng và hấp dẫn nhất.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|toán học|giám sát|phân tích vận hành|thuyết phục|đọc hiểu|giao tiếp nói|đánh giá hệ thống|thiết kế công nghệ|viết","[0.6628571428571428, 0.5785714285714285, 0.7928571428571428, 0.26285714285714284, 0.5271428571428571, 0.49714285714285716]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|toán học|giám sát|phân tích vận hành|thuyết phục|đọc hiểu|giao tiếp nói|đánh giá hệ thống|thiết kế công nghệ|viết"
"27-1022.00","Các nhà thiết kế thời trang","Thiết kế quần áo và phụ kiện tạo ra thiết kế ban đầu hoặc thích nghi với xu hướng thời trang.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian","[0.6171428571428572, 0.31, 1.0, 0.33285714285714285, 0.5671428571428572, 0.41571428571428576]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian"
"27-1023.00","Các nhà thiết kế hoa","Thiết kế, cắt và sắp xếp hoa sống, khô hoặc nhân tạo và lá.","học chủ động|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|giám sát|phân tích vận hành|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|quản lý thời gian","[0.7328571428571429, 0.24571428571428572, 0.6285714285714287, 0.3514285714285714, 0.5414285714285715, 0.5614285714285715]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|tư duy phản biện|phán đoán & ra quyết định|giám sát|phân tích vận hành|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|quản lý thời gian"
"27-1024.00","Các nhà thiết kế đồ họa","Thiết kế hoặc tạo đồ họa để đáp ứng nhu cầu thương mại hoặc quảng cáo cụ thể, chẳng hạn như bao bì, màn hình hoặc logo.","học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết","[0.4571428571428572, 0.4042857142857143, 1.0, 0.33, 0.5157142857142857, 0.5399999999999999]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|phán đoán & ra quyết định|giám sát|đàm phán|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|viết"
"27-1025.00","Nhà thiết kế nội thất","Kế hoạch, thiết kế và trang bị không gian bên trong của phòng hoặc tòa nhà. Thiết kế môi trường nội thất hoặc tạo ra bố cục vật lý thực tế, thẩm mỹ và thuận lợi cho mục đích dự định. Có thể chuyên về một lĩnh vực, phong cách hoặc giai đoạn thiết kế nội thất cụ thể.","lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|đàm phán|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết","[0.6328571428571428, 0.4542857142857143, 0.8099999999999999, 0.3985714285714286, 0.47714285714285715, 0.5328571428571428]","Nghệ thuật/Thiết kế|lắng nghe tích cực|giải quyết vấn đề phức tạp|phối hợp|tư duy phản biện|đàm phán|thuyết phục|đọc hiểu|định hướng dịch vụ|nhạy bén xã hội|giao tiếp nói|viết"
"27-1026.00","Máy hiển thị hàng hóa và máy cắt cửa sổ","Thiết kế và dựng các màn hình thương mại, chẳng hạn như những màn hình trong cửa sổ và nội thất của các cửa hàng bán lẻ và tại các triển lãm thương mại.","học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian","[0.6342857142857143, 0.23, 0.6928571428571428, 0.3157142857142857, 0.6014285714285714, 0.42857142857142855]","Nghệ thuật/Thiết kế|học chủ động|lắng nghe tích cực|phối hợp|tư duy phản biện|phán đoán & ra quyết định|thuyết phục|đọc hiểu|nhạy bén xã hội|giao tiếp nói|quản lý thời gian"
