id,industry_group_id,industry_group_slug,source_site,title,company,location,salary,salary_min,salary_max,skills,experience_level,employment_type,description,requirements,posted_date,application_deadline,job_url,apply_url,content_hash,is_active,first_seen_at,last_seen_at,created_at,updated_at,raw_data
231,8,education-training,vietnamworks,Training and Development Manager,Vinfast Global,"","",,,{},,,Vị trí tại Vinfast Global. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/training-and-development-manager--2052440-jv,https://www.vietnamworks.com/training-and-development-manager--2052440-jv?source=searchResults&searchType=2&placement=2052440&sortBy=date&qs=0,d15cc12a97e70f334d620efafc6c800576f82da0ce837a63adca5d168cb86061,t,2026-05-12 13:18:45.92361+00,2026-05-14 10:01:22.591574+00,2026-05-12 13:18:45.939431+00,2026-05-14 10:01:22.591574+00,"{'"source'": '"dom'"}"
523,17,legal-compliance,vietnamworks,Electrical & Automation Technician,"Nestlé Vietnam Ltd.,","","",,,{},,,"Vị trí tại Nestlé Vietnam Ltd.,. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.","",,,https://www.vietnamworks.com/electrical-automation-technician--2047954-jv,https://www.vietnamworks.com/electrical-automation-technician--2047954-jv?source=searchResults&searchType=2&placement=2047954&sortBy=date&qs=0,b016e74d2fc3028320092c3b6068a8b1fa5d82945c485a1d659b968c420e34f3,t,2026-05-13 16:22:22.857879+00,2026-05-14 03:47:05.061144+00,2026-05-13 16:22:22.879519+00,2026-05-14 03:47:05.061144+00,"{'"source'": '"dom'"}"
437,11,manufacturing-production,vietnamworks,"Production Merchandiser (Intimates/outerwear, US Market, English required)",Crossian Việt Nam,"","",,,{},,,Vị trí tại Crossian Việt Nam. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/production-merchandiser-intimates-outerwear-us-market-english-required-2049918-jv,https://www.vietnamworks.com/production-merchandiser-intimates-outerwear-us-market-english-required-2049918-jv?source=searchResults&searchType=2&placement=2049918&sortBy=date&qs=0,d081a5811737bd97e640ad15be82855d712beeb133648b58122261aba03e21c4,t,2026-05-13 16:22:18.000897+00,2026-05-14 10:01:23.085646+00,2026-05-13 16:22:18.006072+00,2026-05-14 10:01:23.085646+00,"{'"source'": '"dom'"}"
616,16,hospitality-tourism,vietnamworks,Kế Toán Nhà Hàng Tiếng Anh/ Tiếng Trung/ Tiếng Nhật,Công ty TNHH Kawamura Shoji,"","",,,{},,,Vị trí tại Công ty TNHH Kawamura Shoji. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ke-toan-nha-hang-tieng-anh-tieng-trung-tieng-nhat-2048762-jv,https://www.vietnamworks.com/ke-toan-nha-hang-tieng-anh-tieng-trung-tieng-nhat-2048762-jv?source=searchResults&searchType=2&placement=2048762&sortBy=date&qs=0,ef08e4be2a6572a1599a1b57b066ee1e6eeff126ab0deb731c2a4b0c49c3494d,t,2026-05-13 17:17:19.145341+00,2026-05-14 02:01:48.543194+00,2026-05-13 17:17:19.112799+00,2026-05-14 02:01:48.543194+00,"{'"source'": '"dom'"}"
530,18,administration-office,vietnamworks,Trợ Lý Phó Tổng Giám Đốc - Lương Upto 20 Triệu,Công Ty Cổ Phần Học Viện Minh Trí Thành,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Học Viện Minh Trí Thành. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/tro-ly-pho-tong-giam-djoc-luong-upto-20-trieu-2053280-jv,https://www.vietnamworks.com/tro-ly-pho-tong-giam-djoc-luong-upto-20-trieu-2053280-jv?source=searchResults&searchType=2&placement=2053280&sortBy=date&qs=0,c3ab16280e37b7186945919cd432d73e1c42c5378fa0a3e30899a406beba4ea3,t,2026-05-13 16:22:23.431749+00,2026-05-14 02:01:48.949047+00,2026-05-13 16:22:23.453456+00,2026-05-14 02:01:48.949047+00,"{'"source'": '"dom'"}"
433,10,logistics-supply-chain,vietnamworks,Nhân Viên Kinh Doanh - Sales LOGISTICS,Green One Transport Joint Stock Company,"","",,,{},,,Vị trí tại Green One Transport Joint Stock Company. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-kinh-doanh-sales-logistics--2047612-jv,https://www.vietnamworks.com/nhan-vien-kinh-doanh-sales-logistics--2047612-jv?source=searchResults&searchType=2&placement=2047612&sortBy=date&qs=0,6df68d18f4949ceb4db43f16a8cafbd9663caed5727efb87c9757ea1020770fc,t,2026-05-13 16:22:18.000897+00,2026-05-14 02:01:49.15591+00,2026-05-13 16:22:18.006072+00,2026-05-14 02:01:49.15591+00,"{'"source'": '"dom'"}"
1002,6,sales-business-development,careerviet,Nhân Viên Bán Hàng ASEAN,DRB Việt Nam,Bình Dương,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-asean.35C74C13.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-asean.35C74C13.html,5faab3ae6cf4726e0042aa0deb9841be3cccc530891361b9159b71bf2434b47d,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1087,7,customer-service,careerviet,Trưởng phòng Dịch vụ Khách hàng,CÔNG TY TNHH GIP GROUP,Hà Nội,Lương: 35 Tr - 40 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/truong-phong-dich-vu-khach-hang.35C75170.html,https://careerviet.vn/vi/tim-viec-lam/truong-phong-dich-vu-khach-hang.35C75170.html,50de09a067a3211cf101a7dd379a4ab8eb1d7eb5a9444b9adf40f11fa162a9c2,t,2026-05-14 02:01:48.63836+00,2026-05-14 03:17:41.346899+00,2026-05-14 02:01:48.302697+00,2026-05-14 03:17:41.269625+00,"{'"source'": '"dom'"}"
3384,1,information-technology,topcv,Fullstack Software Engineer,"",Hà Nội,Tới 45 triệu,,,{},,,"","",,,https://www.topcv.vn/viec-lam/fullstack-software-engineer/2143657.html,https://www.topcv.vn/viec-lam/fullstack-software-engineer/2143657.html,8e1f0cfad9be013b11f99144bf65e26305c8d1e7cde3e68ba046b8e9f8d32f87,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3385,7,customer-service,topcv,Nhân Viên Tư Vấn Sale Online/ Chăm Sóc Khách Hàng (Game) - Thu Nhập Hấp Dẫn,"",Hồ Chí Minh (mới),7 - 12 triệu,7,12,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-sale-online-cham-soc-khach-hang-game-thu-nhap-hap-dan/1966463.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-sale-online-cham-soc-khach-hang-game-thu-nhap-hap-dan/1966463.html,47236895192842583ac3e67d51af9d1a2aa390852e4955b347b8418a9d5ece39,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3641,19,transportation,topcv,Lái Xe Biết Tiếng Anh Hoặc Tiếng Nhật - Đi Làm Ngay,CÔNG TY TNHH DỊCH VỤ LOGITEM VIỆT NAM MIỀN BẮC,Hà Nội,11 - 16 triệu,11,16,{},,,"","",,,https://www.topcv.vn/viec-lam/lai-xe-biet-tieng-anh-hoac-tieng-nhat-di-lam-ngay/2159113.html,https://www.topcv.vn/viec-lam/lai-xe-biet-tieng-anh-hoac-tieng-nhat-di-lam-ngay/2159113.html,bdfe634fde7c250d207e66fb4d4ddc3b68040f67094a92bb6d62b9f949094b86,t,2026-05-14 09:35:03.708494+00,2026-05-14 09:37:52.909+00,2026-05-14 09:35:03.766336+00,2026-05-14 09:37:52.909+00,"{'"source'": '"dom'"}"
539,18,administration-office,vietnamworks,Front Office Manager (FOM),Công Ty Cổ Phần Sân Golf Silk Path,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Sân Golf Silk Path. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/front-office-manager-fom--2041129-jv,https://www.vietnamworks.com/front-office-manager-fom--2041129-jv?source=searchResults&searchType=2&placement=2041129&sortBy=date&qs=0,892b9b22375a3d1fc75df9e7d36080dce046a41489d636060f01ac2602452c65,t,2026-05-13 16:22:23.431749+00,2026-05-14 03:47:06.324455+00,2026-05-13 16:22:23.453456+00,2026-05-14 03:47:06.324455+00,"{'"source'": '"dom'"}"
3386,2,marketing-communication,topcv,Nhân Viên Kỹ Thuật Bảo Hành Thu Nhập Lên Đến 20 Triệu - Từ 1 Năm Kinh Nghiệm,CÔNG TY TNHH CATREND VIỆT NAM,Hà Nội,Tới 20 triệu,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-bao-hanh-thu-nhap-len-den-20-trieu-tu-1-nam-kinh-nghiem/2159227.html,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-bao-hanh-thu-nhap-len-den-20-trieu-tu-1-nam-kinh-nghiem/2159227.html,52616a7a444492265f6a3b37d4c5a5b9c58fd65799117826e7410204337d7eae,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3387,4,accounting-auditing,topcv,Nhân Viên Kế Toán Thuế & Nội Bộ,CÔNG TY CỔ PHẦN KỸ THUẬT T&H,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-thue-noi-bo/2146290.html,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-thue-noi-bo/2146290.html,551d259557b4829efe398afcf78eee16413e3f4e2bec9ce56780c06e858e1718,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3649,12,construction-engineering,topcv,Nhân Viên Thiết Kế Công Trình - Kỹ Sư Xây Dựng | Làm Tại Hồ Chí Minh,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ XÂY DỰNG NARIHOME,Hồ Chí Minh (mới),10 - 16 triệu,10,16,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-cong-trinh-ky-su-xay-dung-lam-tai-ho-chi-minh/2135864.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-cong-trinh-ky-su-xay-dung-lam-tai-ho-chi-minh/2135864.html,63fd475e4958212df99b0b620f053d171de36bb260dd4334447614a7e9d0d8d1,t,2026-05-14 09:35:03.708494+00,2026-05-14 09:35:03.708494+00,2026-05-14 09:35:03.766336+00,2026-05-14 09:35:03.766336+00,"{'"source'": '"dom'"}"
636,6,sales-business-development,careerviet,Phó Tổng Giám Đốc Kinh Doanh(MỚI),Công Ty CP Interlink,Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/pho-tong-giam-doc-kinh-doanh.35C75D9E.html,https://careerviet.vn/vi/tim-viec-lam/pho-tong-giam-doc-kinh-doanh.35C75D9E.html,f4ed8e3d511a27cd876a76f125afdcd3e8b04267ee0f01ae2914285047b67f46,t,2026-05-13 18:11:28.681435+00,2026-05-13 19:17:32.376705+00,2026-05-13 18:11:28.639217+00,2026-05-13 19:17:32.376705+00,"{'"source'": '"dom'"}"
812,1,information-technology,careerviet,Chuyên Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,Hà Nội,Lương: Lên đến 100 Tr VND,,100,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-phan-mem.35C6F504.html,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-phan-mem.35C6F504.html,f0ee8772cb352b10cf6583638ca00cdc5560ca9b0fe8550e328a4de4150f06f6,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:33:15.483936+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:33:15.483936+00,"{'"source'": '"dom'"}"
349,5,human-resources,careerviet,Thực tập sinh Tuyển dụng - LONG AN(MỚI),Tập Đoàn Kim Tín,Long An,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-tuyen-dung-long-an.35C75E05.html,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-tuyen-dung-long-an.35C75E05.html,172cc5bc28d42c1621f37c76f7cad0e1978160f68a36f3fc3a9a65e8480779e7,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
635,4,accounting-auditing,careerviet,Kế Toán Nội Bộ,Công Ty TNHH Đầu Tư Và Phát Triển Thiết Bị Công Nghiệp Hoàng Hà,Hà Nội,Lương: Trên 12 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C6D905.html,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C6D905.html,eb10c147962eff2ed5bb06a417298e9b838d6ea79bc6c9fec00d2f2266676e65,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
442,11,manufacturing-production,vietnamworks,Chuyên Viên Hỗ Trợ Vận Hành - Chuỗi Cửa Hàng Bách Hóa Bưu Điện,Tổng Công Ty Bưu Điện Việt Nam - VIETNAMPOST,"","",,,{},,,Vị trí tại Tổng Công Ty Bưu Điện Việt Nam - VIETNAMPOST. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-ho-tro-van-hanh-chuoi-cua-hang-bach-hoa-buu-djien-2050517-jv,https://www.vietnamworks.com/chuyen-vien-ho-tro-van-hanh-chuoi-cua-hang-bach-hoa-buu-djien-2050517-jv?source=searchResults&searchType=2&placement=2050517&sortBy=date&qs=0,af97f9e49658871692c2d13c3ab5102cd0b3a65e9990658ec987839f28c37bda,t,2026-05-13 16:22:18.000897+00,2026-05-14 02:01:47.185875+00,2026-05-13 16:22:18.006072+00,2026-05-14 02:01:47.185875+00,"{'"source'": '"dom'"}"
1007,6,sales-business-development,careerviet,Trưởng nhóm Bán hàng qua điện thoại (Telesales) - Hà Nội/Hồ Chí Minh – ID5154,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ban-hang-qua-dien-thoai-telesales-ha-noi-ho-chi-minh-id5154.35C74AB2.html,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ban-hang-qua-dien-thoai-telesales-ha-noi-ho-chi-minh-id5154.35C74AB2.html,2b97b8760c072536f6488bea87661b8c01466d0423bbfff587447caa423f1751,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1011,18,administration-office,careerviet,Lễ tân tiếng Nhật N3 lương 13-14tr,CÔNG TY TNHH JOB HOUSE,Hà Nội,Lương: 12 Tr - 14 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/le-tan-tieng-nhat-n3-luong-13-14tr.35C748F5.html,https://careerviet.vn/vi/tim-viec-lam/le-tan-tieng-nhat-n3-luong-13-14tr.35C748F5.html,25d4ca1e4cfccc5334bfaa46f85a75b4e9c276ec4364759c4ac1f6b19ccda773,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
3789,12,construction-engineering,topcv,Kỹ Sư Thiết Kế HVAC/Kỹ Sư Thiết Kế Cơ Điện - Thu Nhập Upto 30 Triệu - Đi Làm Ngay,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐẦU TƯ INTECH,Hà Nội & 2 nơi khác,15 - 30 triệu,15,30,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-hvac-ky-su-thiet-ke-co-dien-thu-nhap-upto-30-trieu-di-lam-ngay/1079112.html,https://www.topcv.vn/viec-lam/ky-su-thiet-ke-hvac-ky-su-thiet-ke-co-dien-thu-nhap-upto-30-trieu-di-lam-ngay/1079112.html,9bb6955a5354d629ebefac7429bae7e1948841a3dc41f5358416a15d1c88eac4,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
3600,11,manufacturing-production,topcv,Purchasing Supervisor Giám Sát Thu Mua (Operation) – Retail/FMCG | Thu Nhập Lên Đến 20 Triệu | Quản Lý NCC & Vận Hành Thu Mua,"",Hồ Chí Minh (mới),Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/purchasing-supervisor-giam-sat-thu-mua-operation-retail-fmcg-thu-nhap-len-den-20-trieu-quan-ly-ncc-van-hanh-thu-mua/2085297.html,https://www.topcv.vn/viec-lam/purchasing-supervisor-giam-sat-thu-mua-operation-retail-fmcg-thu-nhap-len-den-20-trieu-quan-ly-ncc-van-hanh-thu-mua/2085297.html,b7e44a4adc049c4565a7e39011eac524774c2b550016e07ca7c7abb2917d16ea,t,2026-05-14 09:24:45.512755+00,2026-05-14 09:24:45.512755+00,2026-05-14 09:24:45.44066+00,2026-05-14 09:24:45.44066+00,"{'"source'": '"dom'"}"
3601,6,sales-business-development,topcv,Nhân Viên Kinh Doanh - Sales Executive (Đà Nẵng) | Thu Nhập Upto 20 Triệu,CÔNG TY TNHH BẠC HÀ XANH VIỆT NAM,Đà Nẵng (mới),14 - 20 triệu,14,20,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-executive-da-nang-thu-nhap-upto-20-trieu/2148799.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-executive-da-nang-thu-nhap-upto-20-trieu/2148799.html,56a9458f162d09e02426fcdaf60e82aadd49b690163e9bfc5b4b570589e00397,t,2026-05-14 09:24:45.512755+00,2026-05-14 09:24:45.512755+00,2026-05-14 09:24:45.44066+00,2026-05-14 09:24:45.44066+00,"{'"source'": '"dom'"}"
3388,2,marketing-communication,topcv,"Nhân Viên Tư Vấn Xử Lý Vi Phạm Hợp Đồng Tín Dụng [Hà Nội] - Thu Nhập Upto 12 Triệu, Không Yêu Cầu Kinh Nghiệm",CÔNG TY LUẬT TNHH NAM DƯƠNG,Hà Nội,6 - 12 triệu,6,12,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-xu-ly-vi-pham-hop-dong-tin-dung-ha-noi-thu-nhap-upto-12-trieu-khong-yeu-cau-kinh-nghiem/2127788.html,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-xu-ly-vi-pham-hop-dong-tin-dung-ha-noi-thu-nhap-upto-12-trieu-khong-yeu-cau-kinh-nghiem/2127788.html,39f6a5b271eafe013c8d34441d0e2cbf9b9c6c5477fe4cbc3e39cc7b7f81ba8b,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3389,7,customer-service,topcv,Chăm Sóc Khách Hàng Vận Hành Sàn TMĐT Singapore - Thu Nhập Upto 15 Triệu,"",Hà Nội,10 - 15 triệu,10,15,{},,,"","",,,https://www.topcv.vn/viec-lam/cham-soc-khach-hang-van-hanh-san-tmdt-singapore-thu-nhap-upto-15-trieu/2159743.html,https://www.topcv.vn/viec-lam/cham-soc-khach-hang-van-hanh-san-tmdt-singapore-thu-nhap-upto-15-trieu/2159743.html,47836b252999f4cc3f7a9cc396020e8aef33b94af58aac859c6b1d5646bd4db0,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3390,10,logistics-supply-chain,topcv,Nhân Viên Chứng Từ Xuất Nhập Khẩu (Khai Báo Hải Quan) Lương Cứng 15 -18 Triệu/ Tháng - Đi Làm Ngay Tại Hà Nội,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ XUẤT NHẬP KHẨU PHONG THƯ,Hà Nội,15 - 18 triệu,15,18,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-xuat-nhap-khau-khai-bao-hai-quan-luong-cung-15-18-trieu-thang-di-lam-ngay-tai-ha-noi/2157658.html,https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-xuat-nhap-khau-khai-bao-hai-quan-luong-cung-15-18-trieu-thang-di-lam-ngay-tai-ha-noi/2157658.html,2b099854dc7621538b176a24bb082c7d03910b0cfb7199d439898e0fd5c02e49,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3391,15,media-content,topcv,Chuyên Viên Media (Quay Dựng Video),"",Hà Nội,17 - 22 triệu,17,22,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-media-quay-dung-video/910729.html,https://www.topcv.vn/viec-lam/chuyen-vien-media-quay-dung-video/910729.html,30438a828af5ba25587c0a05c9046ad1167895c1d9de76240543fe27bb8db50c,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3392,4,accounting-auditing,topcv,Kế Toán Tổng Hợp Thu Nhập 12 - 16 Triệu,CÔNG TY TNHH NĂNG LƯỢNG KHANG ANH,Hồ Chí Minh (mới),12 - 16 triệu,12,16,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-thu-nhap-12-16-trieu/2105561.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-thu-nhap-12-16-trieu/2105561.html,0d519891d67a490ff3e9c0948a34d71abae0474118579d17317b50b53fa23d56,t,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.294525+00,2026-05-14 09:11:31.262654+00,2026-05-14 09:11:31.262654+00,"{'"source'": '"dom'"}"
3790,4,accounting-auditing,topcv,Kế Toán Công Nợ - YC 2 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN TẬP ĐOÀN VINAPRO,Hà Nội,11 - 13 triệu,11,13,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-cong-no-yc-2-nam-kinh-nghiem/2160704.html,https://www.topcv.vn/viec-lam/ke-toan-cong-no-yc-2-nam-kinh-nghiem/2160704.html,2c0df0e015d5b3bdd020f27525803c0bea86d135e37585bfa806b06a5e67b286,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
549,7,customer-service,vietnamworks,Customer Service Staff,CÔNG TY TNHH COSCO SHIPPING LINES (VIỆT NAM),"","",,,{SHIPPING},,,Vị trí tại CÔNG TY TNHH COSCO SHIPPING LINES (VIỆT NAM). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/customer-service-staff-2047794-jv,https://www.vietnamworks.com/customer-service-staff-2047794-jv?source=searchResults&searchType=2&placement=2047794&sortBy=date&qs=0,8935b509a6d99d0c9d42222c1e8f32cf92978c5f7a350ee1f602f002f9c6dffd,t,2026-05-13 16:22:23.788131+00,2026-05-14 02:01:49.15591+00,2026-05-13 16:22:23.80924+00,2026-05-14 02:01:49.15591+00,"{'"source'": '"dom'"}"
623,1,information-technology,careerviet,Nhân viên Phân tích(MỚI),Công Ty TNHH Tokuyama Việt Nam,Bà Rịa - Vũng Tàu,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phan-tich.35C74DC6.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phan-tich.35C74DC6.html,aefc70da663cbeb1a6cca7549ad7e868a6b7d43f942e190716b45ac1d7ae5679,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
625,5,human-resources,careerviet,Nhân sự tính lương biết tiếng Trung ( nhà máy 1 )(MỚI),Công ty TNHH Midea Consumer Electric Vietnam,Bình Dương,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-su-tinh-luong-biet-tieng-trung-nha-may-1.35C75DC9.html,https://careerviet.vn/vi/tim-viec-lam/nhan-su-tinh-luong-biet-tieng-trung-nha-may-1.35C75DC9.html,4ea401d6d7dac41fe86b7815db9e5639e4ecf08f4b7bc132393f112016080da9,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
627,1,information-technology,careerviet,Civil Engineer (Fresher)(MỚI),CÔNG TY TNHH CEI ENGINEERS,Hồ Chí Minh,Lương: 12 Tr - 17 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/civil-engineer-fresher.35C75D78.html,https://careerviet.vn/vi/tim-viec-lam/civil-engineer-fresher.35C75D78.html,b5288ddd1e69c52860c19999d104daf0a5ceefbe71efbb83a5673e1f6ab9d90f,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
931,12,construction-engineering,topcv,Nhân Viên Dự Toán/ Qs - Kỹ Sư Kinh Tế Xây Dựng (Lương 13-17 Triệu + Hoa Hồng),CÔNG TY CỔ PHẦN THIẾT KẾ XÂY DỰNG HTH,Hà Nội,13 - 17 triệu,13,17,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-du-toan-qs-ky-su-kinh-te-xay-dung-luong-13-17-trieu-hoa-hong/2098715.html,https://www.topcv.vn/viec-lam/nhan-vien-du-toan-qs-ky-su-kinh-te-xay-dung-luong-13-17-trieu-hoa-hong/2098715.html,bef3e2b5d51f3c4ae434ed1b0bc8861e3e5ea3d13dc8dbe9e1629118ce170674,t,2026-05-14 01:42:21.135359+00,2026-05-14 03:46:46.618203+00,2026-05-14 01:42:20.907851+00,2026-05-14 03:46:46.618203+00,"{'"source'": '"dom'"}"
