conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c4ac9e9-e9d6-4527-a8df-b51b9197850f,skill/competence,sector-specific,sell lubricant cooling products for vehicles,"barter lubricant cooling products for vehicles
sell lubricant cooling products for a vehicle
selling lubricant cooling products for a vehicle
selling lubricant cooling products for vehicles
market lubricant cooling products for vehicles
trade lubricant cooling products for vehicles
dispose lubricant cooling products for vehicles",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Sell different types of lubricant cooling products for vehicles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c4b5031-2eaf-449e-af88-8304a66e4eb5,knowledge,cross-sector,fuel distribution systems,"fuel dissemination systems
systems for the transportation of fuel
fuel movement systems
distribution systems for fuel
fuel distribution networks
systems for distributing fuel
fuel dispersion systems
fuel transportation systems
systems for moving fuel
fuel delivery systems",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The characteristics of fuel distribution systems and components such as pipeline systems, valves, pumps, filters, and fuel monitors."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c56ef42-3d55-4f73-a7a0-663a820d5141,skill/competence,occupation-specific,create V-shape wrap,"creating V-shape wrap
produce V-shape wrap
V-shape wrap producing
producing V-shape wrap
V-shape wrap creating",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Create V-shape wrap using the rollers to press the belts.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c619869-46b6-4a52-8889-1fc737546b36,skill/competence,transversal,understand written Ancient Greek,"understand Ancient Greek writing
interpret written Ancient Greek
understanding written Ancient Greek
comprehend written Ancient Greek
make sense of written Ancient Greek
read Ancient Greek",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Read and comprehend written texts in Ancient Greek.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,skill/competence,sector-specific,test mechatronic units,"testing mechatronic units
monitor mechatronic units
mechatronic unit testing
mechatronic units monitoring
monitoring mechatronic units
mechatronic unit monitoring
mechatronic units testing",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Test mechatronic units using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6da46c-c939-488c-8055-006b11d4ed1a,skill/competence,sector-specific,monitor the use of resources in production,"assess the use of resources in production
assessing the use of resources in production
monitoring of the use of resources in production
monitoring use of production resources
monitoring the use of resources in production
assessing of the use of resources in production
assessing use of production resources",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Observe and check the use of resources such as food, oxygen, energy, water in the production process."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657,knowledge,cross-sector,energy storage systems,"battery types
energy storage
super capacitors",,released,2023-07-13T15:22:34.562Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","The systems to capture the energy produced at one time for use at a later time. This includes the differences between the main battery types, super capacitors and hydrogen or fuel tanks."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6dbc9f-5607-4fba-b831-8c814dc71cd6,skill/competence,occupation-specific,evaluate nutritional value of feeds,"assess nutritional value of feeds
evaluating nutritional value of feeds
calculate nutritional value of feeds
analyse nutritional value of feeds
gauge nutritional value of feeds",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Evaluate the chemical and nutritional value of feeds, feed supplements, grass and forage for commercial animals."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6f0d6e-1f31-4413-b2ee-dabe135b29a7,knowledge,sector-specific,art history,"history of art and its artists
artistic trends throughout centuries
history of art
arts history",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The history of art and artists, the artistic trends throughout centuries and their contemporary evolutions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c77aeef-327e-440f-8510-74ce5a73bd8a,skill/competence,sector-specific,deal with patients' anxiety,"deal with a patient's anxiety
deal with patients with anxiety issues
identify patients' anxiety issues
handle patients' anxiety
recognise patients' anxiety
deal with anxious patients",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Recognise and handle the fears of patients undergoing a dental treatment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c7e5e01-a372-4674-aa7c-589eb9e9448a,skill/competence,cross-sector,participate in scientific colloquia,"participating in scientific colloquia
take part in scientific colloquia
attend scientific colloquia
engage in scientific colloquia
participate in scientific colloquium
participates in scientific colloquia",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Take part in symposia, international experts’ conferences, and congresses to present research projects, methods, and results and to gather information on developments in academic research."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c80c47c-3d08-4356-aa82-46f6ec82c898,skill/competence,cross-sector,advise on manufacturing problems,"manufacturing problems advice giving
give advice on manufacturing problems
advising about manufacturing problems
manufacturing problems advising
advising on manufacturing problems
giving of advice on manufacturing problems
giving advice on manufacturing problems",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Advise the visited industrial plants on how to better oversee production to ensure that the manufacturing problems are correctly diagnosed and solved.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834,knowledge,cross-sector,learning management systems,"SharePointLMS
TeamWox
ITWorx CLG (Connected Learning Gateway)
SSLearn
aTutor
Totara LMS
Intuo
SuccessFactors
CERTPOINT Systems Inc.
eFront
JoomlaLMS
SumTotal Systems
ILIAS
TOPYX
DoceboLMS
QuestionMark
Spongelab
Informetica
WeBWorK
Meridian Knowledge Solutions
Vitalect
Blackboard Learning System
Ning
Desire2Learn
Latitude Learning LLC
OpenOLAT
Digication
LMS
SWAD
Sclipo
OLAT
EduWave
HotChalk
eCollege
Uzity
TalentLMS
Expertus
Chamilo
GlobalScholar","SharePointLMS
SSLearn
aTutor
Totara LMS
CERTPOINT Systems Inc.
eFront
SuccessFactors
SumTotal Systems
ILIAS
TeamWox
Intuo
Spongelab
Informetica
Vitalect
Meridian Knowledge Solutions
Desire2Learn
JoomlaLMS
OLAT
GlobalScholar
Chamilo
Blackboard Learning System
eCollege
QuestionMark
WeBWorK
SWAD
OpenOLAT
DoceboLMS
ITWorx CLG (Connected Learning Gateway)
TOPYX
EduWave
TalentLMS
Digication
HotChalk
Sclipo
Uzity
Latitude Learning LLC
Expertus
Ning",released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c81f922-0078-4796-b4bf-bdfd10276efb,skill/competence,cross-sector,inspect education institutions,"scrutinise educational institutions
investigate educational institutions
investigate education institutions
scrutinise education institutions
check educational institutions
audit education institutions
check education institutions
audit educational institutions",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspect the operations, policy compliance and management of specific educational institutions in order to ensure they comply with education legislation, manage operations efficiently, and provide proper care for students."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c823865-96d5-4631-a30e-51a2f2a45435,knowledge,occupation-specific,lipspeaking,lip speaking,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The practice of repeating a speaker's message to people with a hearing impairment without using your voice, but by clearly forming the shape of the words, the rhythm, the phrasing, and the stress used by the speaker."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c870993-9341-438b-91c0-c7fe4f96d8f5,skill/competence,cross-sector,apply strategic thinking,"apply techniques for strategic thinking
think strategically
apply strategic thinking techniques
move strategically",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Apply generation and effective application of business insights and possible opportunities, in order to achieve competitive business advantage on a long-term basis."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c89fe50-bd92-4b75-94b9-5c65e423f2a2,skill/competence,occupation-specific,distinguish types of saws,"identify types of saws
determine types of saws
discern types of saws
distinguishing types of saws",,released,2023-02-20T20:16:45.273Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Distinguish modern (made of exotic alloys) and older (carbon steel) types of saws, and understand their differences and their possible (dis)advantages."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c8e99ae-f429-4b6f-b243-6b404fa5f49b,skill/competence,occupation-specific,slice crystals into wafers,"operate wire saw machines
wire saw machine operating
crystal slicing to make wafers
operating wire saw machines
wire saw machines operating
slicing crystals into wafers",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate wire saw machines to slice the silicon crystals into ultra thin wafers of approximately 2/3 millimeters thick.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c8ed0d1-4fc9-41a6-9587-6dbc82cabfc3,knowledge,sector-specific,collection management,"collection development and management
management collection
collections management
collection requirements management",,released,2023-04-06T15:48:18.369Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The process of resource evaluation, selection and life-cycle planning to create and promote a coherent collection in line with the developing needs of the users or customers. Understanding legal deposit for long-term access to publications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c902e55-c42f-482f-91e7-f8bcd7ef4ff3,skill/competence,sector-specific,connect oil well heads,"connecting oil wellheads
preparing of oil wellheads for connection
preparing oil wellheads for connection
prepare for connecting oil wellheads
connecting of oil wellheads
preparation of oil wellheads for connection
oil wellheads connection
connection of oil wellheads
prepare oil wellheads for connection",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Prepare oil wellheads for connection to oil stock tanks.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c97d04d-7239-4dc7-90ef-3e812ba2b124,skill/competence,sector-specific,perform procurement market analysis,"assess procurement market trends
apply marketing engagement techniques
assess key market drivers
conduct procurement market analysis
execute procurement market analysis",,released,2024-02-28T13:51:44.369Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Collect information on key market drivers and on the potential bidders in order to provide an in-depth view of which supplies and services can or cannot be provided by the market and under what conditions. Apply different market engagement techniques such as questionnaires and technical dialogue to understand the characteristics of the supplier market as well as market conditions and trends and to identify potential bidders.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c9bff2e-e354-4c63-b17d-97b4e29662fc,knowledge,occupation-specific,drop hammer types,"drop hammer categories
drop hammer models
drop hammer brands
drop hammer varieties",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The various types of hammers used in the forging process, such as a counterblow hammer, friction drop hammer, board drop hammer, belt drop hammer, power drop hammer, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c9ce09b-e7b2-4164-b5b2-9b3bb2b720fd,skill/competence,sector-specific,conduct airport safety inspections,"undertake airport safety inspections
ensure airport safety through executing inspections
ensure airport safety through implementation of inspections
carry out airport safety inspections
conduct safety inspections in airports
conduct inspection activities to ensure airport safety
execute airport safety inspections
perform inspection activities to ensure airport safety
execute airport inspections to ensure safety
perform airport safety inspections",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conduct airport inspections to achieve maximum safety; inspect airport facilities, ensure equipment is used and maintained appropriately, and ensure staff members work in the safest possible way."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ca3261e-f750-4288-ba15-c36892122ac5,skill/competence,sector-specific,clamp tyre into mould,"tyre securing in mold
tyre clamping in mould
tyre clamping into mold
securing tyre into mold
secure tyre into mould
clamp tyre into mold
secure tyre into mold
securing tyre into mould
clamping tyre into mould
tyre securing in mould
clamp tire into mould
clamping tyre in mold",,released,2016-12-20T18:15:03Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Clamp the tyre already placed in the mould, making sure the tyre remains clamped until the end of the vulcanization process."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ca433d5-7633-406a-a870-667d5f1a86b0,skill/competence,sector-specific,develop a translation strategy,"prepare a translation strategy
create a translation strategy
developing a translation strategy
developing a translation strategies
define a translation strategy
write a translation strategy
draw up a translation strategy
draft a translation strategy
develop translation strategies",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform research to better understand a translation issue and develop the translation strategy that would remediate the encountered problems.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032,skill/competence,occupation-specific,manage mine ventilation,"maintaining mine air quality
managing mine ventilation
ventilation management in mines
maintenance of mine air quality
managing of mine ventilation
ventilation management in mine
mine air quality maintenance
management of mine ventilation
maintain mine air quality
mine ventilation management",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitor, audit and manage the air quality of the mine. Monitor the ventilation equipment. Manage air sampling equipment designed to identify toxic gases, and provide advice and direction on how to remove them, e.g. by installing ventilation fans."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6caaeece-8a4a-44b3-bc78-d9687676c015,skill/competence,sector-specific,support traumatised children,"support children who have encountered trauma
assist children who have experienced trauma
aid children who have experienced trauma
support children who have experienced trauma",,released,2020-06-17T16:39:37.61Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Support children who have experienced trauma, identifying their needs and working in ways that promote their rights, inclusion and well being."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cad4013-3055-47ba-8316-0720e1a55256,skill/competence,sector-specific,technically design a sound system,"design a technical sound system
set up a sound system
create an audio system
design a sound system technically",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Set up, test and operate a complex audio system, based on a given sound concept. This could be a permanent as well as a temporary installation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb07eb8-8fa2-4e77-997b-85507e09405d,skill/competence,occupation-specific,protect surrounding area during chimney sweeping process,"protect surrounding area during chimney sweeping
provide protection for surrounding area during chimney sweeping process
protecting surrounding area during chimney sweeping process
protect surrounding areas during chimney sweeping process
make sure surrounding area is protected during chimney sweeping process",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Use protection methods and materials to keep the surrounding area of the fire place entrance and floor clean before and during the sweeping process.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb81eb8-4c8b-4612-b60d-0ac04802cf21,knowledge,occupation-specific,bingo terminology,"bingo lingo
bingo terms
bingo nicknames
terminology of bingo",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The terms used in bingo, such as the rhyming nicknames often used to call bingo numbers."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,knowledge,cross-sector,maintenance operations,"maintenance and repair
maintenance, repair and overhaul
maintenance, repair and operations
maintenance and repairs
MRO
electrical maintenance
battery maintenance operations",,released,2025-04-11T13:25:09.544Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The preservation and restoration of products and systems, and the methods and logistics of these practices."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ccce6e5-d18b-412f-a28e-828ac6dd839b,knowledge,sector-specific,medical contrast agents,"medical contrast agent
medical contrast-agents
medical contrast medium
radiopaque material",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Substances used in medical imaging techniques to reinforce the visibility of certain features in organs or cells.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cd29d73-e352-40b4-89c5-cdb3faff0a38,skill/competence,cross-sector,manage the security team,"managing the security team
direct the security team
supervise the security team
manage the team for security
oversee the security team",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan, organise and schedule work, equipment and procedures to be followed for the security staff under your supervision."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdaa773-3b80-465b-bba3-46fde74816d8,skill/competence,occupation-specific,clean ships,"maintain cleanliness of ship decks
wash ships
wash decks of ships
perform cleaning activities on ships
carry out deck cleaning
ensure ship remains clean
clean vessels
undertake cleaning activities on vessels
perform deck cleaning activities
execute deck cleaning activities
wash vessels
wash vessel decks
scrub vessels
sweep deck
perform cleaning activities on vessels
wash ship decks
clean decks of ships
maintain cleanliness of vessel decks
clean vessel decks
ensure vessel remains clean
undertake cleaning activities on ships
ensure deck remains clean
clean decks of vessels
clean ship decks
wash decks of vessels
cleanse ships
scrub ships",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Remove dirt from the ship by sweeping, scrubbing and washing the deck and other areas. Remove superfluous salt and water to avoid oxidation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdbf449-156a-4c7a-8011-197a485f83aa,knowledge,sector-specific,regulations for hygiene in feeding animals,"regulations for hygiene in the feeding of animals
controls for hygiene in feeding animals
supervision for hygiene in feeding animals
oversight of hygiene in feeding animals
arrangements for hygiene in feeding animals
regulations for hygiene in feeding of animals
regulations for hygiene in feeding an animal",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The body of regulations that require feed business operators to comply with standards of hygiene and traceability and the registration and approval of their establishments.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdcabee-5927-4f16-9b46-0bb384782915,skill/competence,sector-specific,make decisions regarding the animal's welfare,"make decisions regarding animals' welfare
make a choice regarding the animal's well-being
make decisions regarding animals' well-being: take decisions regarding an animal's welfare
make decision regarding the animal's welfare
make decisions regarding the animal's well-being",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Make a choice from several alternative possibilities that promote the animal's well-being.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ce5720c-eab2-4d63-98aa-38f0a1c554db,skill/competence,cross-sector,conduct training on biomedical equipment,"carry out training on biomedical equipment
conduct trainings on biomedical equipment
train staff on use of biomedical equipment",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Train clinicians and other personnel on the proper use of biomedical equipment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ceecfd6-3256-40f6-8924-7c68011fc240,knowledge,occupation-specific,compression moulding machine parts,"ejector pin
lower fixed mold
compression parts of moulding machine
compression molding machine parts
upper movable mold
upper movable mould
lower fixed mould",,released,2025-11-26T10:17:09.94Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Parts of the machine that apply pressure on the usually preheated moulding material to force it into contact with the mould area such as the upper movable mould part, the lower fixed mould part and the ejector pin."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cf8c56c-4db6-4f6b-88b6-331f9902acea,skill/competence,sector-specific,label blood samples,"label plasma samples
label blood specimins
mark blood samples
tag blood samples",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Label blood samples taken from patients in compliance with regulations and the identity of the patient.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cf8d3d0-77c9-4252-b259-04d0c2f62ede,skill/competence,cross-sector,assemble insulating glazing units,"insulating glazing units constructing
assembling insulating glazing units
constructing insulating glazing units
insulating glazing units assembling
construct insulating glazing units",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assemble two glass panes with a spacer, usually made of stainless steel, aluminium or structural foam, and apply an adhesive sealant to press the glass panes against the spacer. Drill holes in the spacer to draw out the air, fill the space with gas or leave the vacuum, then seal the holes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cfa75cf-8c07-4b9f-8106-912d2b7232bc,skill/competence,occupation-specific,carry out repairs of convertible roof covers,"carry out the repairs of a convertible roof cover
carry out a repair of a convertible roof cover
complete repairs of convertible roof covers
carrying out repairs of convertible roof covers
undertake repairs of convertible roof covers
oversee repairs of convertible roof covers
make repairs of convertible roof covers",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Repair/replace the vinyl or canvas roof covers of convertible cars.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cfd4a53-f454-43aa-900e-c973cf5827a3,skill/competence,cross-sector,inspect underground power cables,"underground power cable assessing
assess underground power cables
underground power cables assessing
underground power cables inspecting
underground power cable inspecting
inspecting underground power cables
assessing underground power cables",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspect the underground power cables during installation or repair activities in order to identify faults and assess the extent of damage or need for repairs, and to ensure they are correctly installed and maintained."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d019dab-a7ab-4f22-9197-afb1fbd3d27d,skill/competence,sector-specific,follow an ethical code of conduct for translation activities,"follow a translation code of ethical conduct
respect an ethical code of conduct for translation activities
follow a code of ethics for translation activities
adhere to an ethical code of conduct for translation activities
follow a code of ethical conduct for translation activities
follow a translation code of ethics
observe an ethical code of conduct for translation activities",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Carry out translation activities according to accepted principles of right and wrong. This includes fairness, transparency, and impartiality. Do not use judgement or allow personal opinions to affect the quality of the translation or interpretation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d043734-b8a7-40bd-8e7a-c873bf9e310b,skill/competence,sector-specific,maintain breeding equipment,"maintain equipment for breeding
clean and disinfect breeding equipment
manage breeding equipment
ensure disinfection of breeding equipment",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Operate and care for the equipment used in breeding procedures. This includes, when disposable equipment is not used, effective cleaning and disinfection, in order to avoid transmission of diseases, and to ensure a high welfare standard of the animals."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d044324-5f20-42a7-99de-a61bcf9a264d,skill/competence,cross-sector,inspect waste disposal facilities,"inspect waste disposal facility
inspecting waste disposal facilities
assess waste disposal facilities
examine waste disposal facilities
evaluate waste disposal facilities
check waste disposal facilities",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Inspect industrial and commercial waste disposal facilities in order to examine their waste permits and if their equipment is in conformity with regulations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d0454a0-2335-4908-adff-200436f95cdf,skill/competence,cross-sector,choose proper primer coat,"find correct base paint
select proper primer coat
specify correct base paint
identify proper primer coat
identify correct base paint
select correct base paint
find proper primer coat
specify proper primer coat",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Carefully select a primer from the same range as the paint to ensure optimal coating and paint colour quality when applying one over the other.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d0f4280-3320-4e56-a8ac-e1f536d5cef1,skill/competence,occupation-specific,ensure safe spectator movement,"ensure visitors' safe entry and exit
ensure that spectator movement is safe
ensure safety of spectators
ensure safe movement by spectators",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Ensure the safe entry and exit of spectators.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d12ac9b-5ec0-49b9-bd70-5a19352585cb,skill/competence,cross-sector,design integrated circuits,"integrated circuits designing
integrated circuit designing
designing integrated circuits
semiconductor designing
designing semiconductors
semiconductors designing",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Design and draft integrated circuits (IC) or semiconductors, such as microchips, used in electronic products. Integrate all necessary components, such as diodes, transistors, and resistors. Pay attention to the design of input signals, output signals, and power availability."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d13053b-ee35-492c-8976-8178420df398,knowledge,cross-sector,infection control,"infection containment
infections control
prevention of infection
infection prevention
asepsis
prevention of infections",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The routes of transmission and methods of preventing spread of common and important infecting organisms together with the methods available for sterilisation and disinfection of pathogenic organisms in the prevention of infection.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d1532b4-b649-4089-b665-cf80debf159b,knowledge,occupation-specific,food and beverages on the menu,"food and beverage menu
dishes on menu
food and drinks on the menu
menu of food and beverage",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The characteristics of food and drinks items on the menu, including ingredients, taste and preparation time."
