career_id,experience_text,experience_text_vi,degree_text,degree_text_vi,salary_min_en,salary_max_en,salary_avg_en,salary_currency_en,salary_bands_en,salary_min,salary_max,salary_avg,salary_currency,salary_bands,updated_at
1,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",60655.00,120956.00,90805.00,USD,"[{""max"""": 78526.89"," '""min'"": 60655.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 87105.84"," '""min'"": 78526.89"," """"label"""": """"Associate Level""""}"," {'""max'"": 105622.42"," '""min'"": 87105.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 120030.05"," '""min'"": 105622.42"," '""label'"": '""Manager Level'""}"," {'""max'"": 120956.0"," '""min'"": 120030.05"," '""label'"": '""Executive Level'""}]""",1455720000.00,2902944000.00,2179320000.00,VND,"[{'max'"": 1884645438"," '""min'"": 1455720000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2090540106"," '""min'"": 1884645438"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2534938186"," '""min'"": 2090540106"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2880721212"," '""min'"": 2534938186"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2902944000"," '""min'"": 2880721212"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
785,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,70942.00,105406.00,88174.00,USD,"[{""max"""": 79612.29"," '""min'"": 70942.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 95992.28"," '""min'"": 79612.29"," """"label"""": """"Mid Level""""}"," {'""max'"": 105406.0"," '""min'"": 95992.28"," '""label'"": '""Senior Level'""}]""",1702608000.00,2529744000.00,2116176000.00,VND,"[{'max'"": 1910694865"," '""min'"": 1702608000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2303814764"," '""min'"": 1910694865"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2529744000"," '""min'"": 2303814764"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
786,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,42141.00,102720.00,72430.00,USD,"[{""max"""": 58485.3"," '""min'"": 42141.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 82949.3"," '""min'"": 58485.3"," """"label"""": """"Mid Level""""}"," {'""max'"": 102720.0"," '""min'"": 82949.3"," '""label'"": '""Senior Level'""}]""",1011384000.00,2465280000.00,1738320000.00,VND,"[{'max'"": 1403647143"," '""min'"": 1011384000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 1990783165"," '""min'"": 1403647143"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2465280000"," '""min'"": 1990783165"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
787,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,51829.00,101212.00,76520.00,USD,"[{""max"""": 67500.84"," '""min'"": 51829.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 85387.64"," '""min'"": 67500.84"," """"label"""": """"Mid Level""""}"," {'""max'"": 101212.0"," '""min'"": 85387.64"," '""label'"": '""Senior Level'""}]""",1243896000.00,2429088000.00,1836480000.00,VND,"[{'max'"": 1620020182"," '""min'"": 1243896000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2049303435"," '""min'"": 1620020182"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2429088000"," '""min'"": 2049303435"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
788,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,47665.00,118770.00,83217.00,USD,"[{""max"""": 69897.36"," '""min'"": 47665.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 96127.74"," '""min'"": 69897.36"," """"label"""": """"Mid Level""""}"," {'""max'"": 118770.0"," '""min'"": 96127.74"," '""label'"": '""Senior Level'""}]""",1143960000.00,2850480000.00,1997208000.00,VND,"[{'max'"": 1677536686"," '""min'"": 1143960000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2307065751"," '""min'"": 1677536686"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2850480000"," '""min'"": 2307065751"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
789,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,67959.00,192708.00,130333.00,USD,"[{""max"""": 109007.91"," '""min'"": 67959.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 159456.3"," '""min'"": 109007.91"," """"label"""": """"Mid Level""""}"," {'""max'"": 192708.0"," '""min'"": 159456.3"," '""label'"": '""Senior Level'""}]""",1631016000.00,4624992000.00,3127992000.00,VND,"[{'max'"": 2616189812"," '""min'"": 1631016000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3826951299"," '""min'"": 2616189812"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4624992000"," '""min'"": 3826951299"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
790,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,47333.00,196201.00,121767.00,USD,"[{""max"""": 89135.22"," '""min'"": 47333.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 148413.35"," '""min'"": 89135.22"," """"label"""": """"Mid Level""""}"," {'""max'"": 196201.0"," '""min'"": 148413.35"," '""label'"": '""Senior Level'""}]""",1135992000.00,4708824000.00,2922408000.00,VND,"[{'max'"": 2139245200"," '""min'"": 1135992000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3561920335"," '""min'"": 2139245200"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4708824000"," '""min'"": 3561920335"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
791,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,61977.00,147260.00,104618.00,USD,"[{""max"""": 86635.11"," '""min'"": 61977.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 119997.59"," '""min'"": 86635.11"," """"label"""": """"Mid Level""""}"," {'""max'"": 147260.0"," '""min'"": 119997.59"," '""label'"": '""Senior Level'""}]""",1487448000.00,3534240000.00,2510832000.00,VND,"[{'max'"": 2079242526"," '""min'"": 1487448000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2879942134"," '""min'"": 2079242526"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3534240000"," '""min'"": 2879942134"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
792,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,Medium preparation needed. Usually requires 1-2 years of technical training or experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,61553.00,189888.00,125720.00,USD,"[{""max"""": 99639.11"," '""min'"": 61553.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 145916.81"," '""min'"": 99639.11"," """"label"""": """"Mid Level""""}"," {'""max'"": 189888.0"," '""min'"": 145916.81"," '""label'"": '""Senior Level'""}]""",1477272000.00,4557312000.00,3017280000.00,VND,"[{'max'"": 2391338650"," '""min'"": 1477272000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3502003464"," '""min'"": 2391338650"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4557312000"," '""min'"": 3502003464"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
793,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,75322.00,150265.00,112793.00,USD,"[{""max"""": 98315.9"," '""min'"": 75322.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 129055.43"," '""min'"": 98315.9"," """"label"""": """"Mid Level""""}"," {'""max'"": 150265.0"," '""min'"": 129055.43"," '""label'"": '""Senior Level'""}]""",1807728000.00,3606360000.00,2707032000.00,VND,"[{'max'"": 2359581581"," '""min'"": 1807728000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3097330425"," '""min'"": 2359581581"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3606360000"," '""min'"": 3097330425"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
794,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,78951.00,131338.00,105144.00,USD,"[{""max"""": 92753.78"," '""min'"": 78951.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 117673.78"," '""min'"": 92753.78"," """"label"""": """"Mid Level""""}"," {'""max'"": 131338.0"," '""min'"": 117673.78"," '""label'"": '""Senior Level'""}]""",1894824000.00,3152112000.00,2523456000.00,VND,"[{'max'"": 2226090797"," '""min'"": 1894824000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2824170729"," '""min'"": 2226090797"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3152112000"," '""min'"": 2824170729"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
795,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,77639.00,101232.00,89435.00,USD,"[{""max"""": 85229.02"," '""min'"": 77639.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 95138.74"," '""min'"": 85229.02"," """"label"""": """"Mid Level""""}"," {'""max'"": 101232.0"," '""min'"": 95138.74"," '""label'"": '""Senior Level'""}]""",1863336000.00,2429568000.00,2146440000.00,VND,"[{'max'"": 2045496469"," '""min'"": 1863336000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2283329837"," '""min'"": 2045496469"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2429568000"," '""min'"": 2283329837"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
796,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,47229.00,144500.00,95864.00,USD,"[{""max"""": 74125.24"," '""min'"": 47229.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 116893.43"," '""min'"": 74125.24"," """"label"""": """"Mid Level""""}"," {'""max'"": 144500.0"," '""min'"": 116893.43"," '""label'"": '""Senior Level'""}]""",1133496000.00,3468000000.00,2300736000.00,VND,"[{'max'"": 1779005752"," '""min'"": 1133496000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2805442398"," '""min'"": 1779005752"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3468000000"," '""min'"": 2805442398"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
797,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,67320.00,123694.00,95507.00,USD,"[{""max"""": 81801.32"," '""min'"": 67320.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 108249.92"," '""min'"": 81801.32"," """"label"""": """"Mid Level""""}"," {'""max'"": 123694.0"," '""min'"": 108249.92"," '""label'"": '""Senior Level'""}]""",1615680000.00,2968656000.00,2292168000.00,VND,"[{'max'"": 1963231647"," '""min'"": 1615680000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2597998106"," '""min'"": 1963231647"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2968656000"," '""min'"": 2597998106"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
798,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,69758.00,188503.00,129130.00,USD,"[{""max"""": 106001.34"," '""min'"": 69758.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 148851.64"," '""min'"": 106001.34"," """"label"""": """"Mid Level""""}"," {'""max'"": 188503.0"," '""min'"": 148851.64"," '""label'"": '""Senior Level'""}]""",1674192000.00,4524072000.00,3099120000.00,VND,"[{'max'"": 2544032120"," '""min'"": 1674192000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3572439456"," '""min'"": 2544032120"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4524072000"," '""min'"": 3572439456"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
799,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,70591.00,104087.00,87339.00,USD,"[{""max"""": 79002.17"," '""min'"": 70591.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 95035.4"," '""min'"": 79002.17"," """"label"""": """"Mid Level""""}"," {'""max'"": 104087.0"," '""min'"": 95035.4"," '""label'"": '""Senior Level'""}]""",1694184000.00,2498088000.00,2096136000.00,VND,"[{'max'"": 1896052039"," '""min'"": 1694184000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2280849551"," '""min'"": 1896052039"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2498088000"," '""min'"": 2280849551"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
800,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,63389.00,116842.00,90115.00,USD,"[{""max"""": 80037.31"," '""min'"": 63389.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 99208.05"," '""min'"": 80037.31"," """"label"""": """"Mid Level""""}"," {'""max'"": 116842.0"," '""min'"": 99208.05"," '""label'"": '""Senior Level'""}]""",1521336000.00,2804208000.00,2162760000.00,VND,"[{'max'"": 1920895341"," '""min'"": 1521336000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2380993245"," '""min'"": 1920895341"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2804208000"," '""min'"": 2380993245"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
801,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,75087.00,130622.00,102854.00,USD,"[{""max"""": 90070.75"," '""min'"": 75087.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 113783.66"," '""min'"": 90070.75"," """"label"""": """"Mid Level""""}"," {'""max'"": 130622.0"," '""min'"": 113783.66"," '""label'"": '""Senior Level'""}]""",1802088000.00,3134928000.00,2468496000.00,VND,"[{'max'"": 2161698102"," '""min'"": 1802088000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2730807785"," '""min'"": 2161698102"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3134928000"," '""min'"": 2730807785"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
802,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,54058.00,100484.00,77271.00,USD,"[{""max"""": 68810.21"," '""min'"": 54058.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 87635.39"," '""min'"": 68810.21"," """"label"""": """"Mid Level""""}"," {'""max'"": 100484.0"," '""min'"": 87635.39"," '""label'"": '""Senior Level'""}]""",1297392000.00,2411616000.00,1854504000.00,VND,"[{'max'"": 1651445134"," '""min'"": 1297392000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2103249442"," '""min'"": 1651445134"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2411616000"," '""min'"": 2103249442"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
803,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,78241.00,100291.00,89266.00,USD,"[{""max"""": 84595.82"," '""min'"": 78241.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 93053.2"," '""min'"": 84595.82"," """"label"""": """"Mid Level""""}"," {'""max'"": 100291.0"," '""min'"": 93053.2"," '""label'"": '""Senior Level'""}]""",1877784000.00,2406984000.00,2142384000.00,VND,"[{'max'"": 2030299607"," '""min'"": 1877784000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2233276801"," '""min'"": 2030299607"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2406984000"," '""min'"": 2233276801"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
804,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,64470.00,113562.00,89016.00,USD,"[{""max"""": 80304.59"," '""min'"": 64470.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 96648.79"," '""min'"": 80304.59"," """"label"""": """"Mid Level""""}"," {'""max'"": 113562.0"," '""min'"": 96648.79"," '""label'"": '""Senior Level'""}]""",1547280000.00,2725488000.00,2136384000.00,VND,"[{'max'"": 1927310147"," '""min'"": 1547280000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2319570840"," '""min'"": 1927310147"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2725488000"," '""min'"": 2319570840"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
805,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,71079.00,118826.00,94952.00,USD,"[{""max"""": 83399.26"," '""min'"": 71079.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 103812.73"," '""min'"": 83399.26"," """"label"""": """"Mid Level""""}"," {'""max'"": 118826.0"," '""min'"": 103812.73"," '""label'"": '""Senior Level'""}]""",1705896000.00,2851824000.00,2278848000.00,VND,"[{'max'"": 2001582213"," '""min'"": 1705896000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2491505565"," '""min'"": 2001582213"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2851824000"," '""min'"": 2491505565"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
806,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,41022.00,125173.00,83097.00,USD,"[{""max"""": 63644.53"," '""min'"": 41022.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 99376.5"," '""min'"": 63644.53"," """"label"""": """"Mid Level""""}"," {'""max'"": 125173.0"," '""min'"": 99376.5"," '""label'"": '""Senior Level'""}]""",984528000.00,3004152000.00,1994328000.00,VND,"[{'max'"": 1527468743"," '""min'"": 984528000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2385035945"," '""min'"": 1527468743"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3004152000"," '""min'"": 2385035945"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
807,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,57810.00,117782.00,87796.00,USD,"[{""max"""": 74608.94"," '""min'"": 57810.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 98808.06"," '""min'"": 74608.94"," """"label"""": """"Mid Level""""}"," {'""max'"": 117782.0"," '""min'"": 98808.06"," '""label'"": '""Senior Level'""}]""",1387440000.00,2826768000.00,2107104000.00,VND,"[{'max'"": 1790614598"," '""min'"": 1387440000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2371393487"," '""min'"": 1790614598"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2826768000"," '""min'"": 2371393487"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
808,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,63662.00,185457.00,124559.00,USD,"[{""max"""": 98051.31"," '""min'"": 63662.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 145050.44"," '""min'"": 98051.31"," """"label"""": """"Mid Level""""}"," {'""max'"": 185457.0"," '""min'"": 145050.44"," '""label'"": '""Senior Level'""}]""",1527888000.00,4450968000.00,2989416000.00,VND,"[{'max'"": 2353231485"," '""min'"": 1527888000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3481210662"," '""min'"": 2353231485"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 4450968000"," '""min'"": 3481210662"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
809,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,74194.00,140500.00,107347.00,USD,"[{""max"""": 90793.81"," '""min'"": 74194.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 121686.54"," '""min'"": 90793.81"," """"label"""": """"Mid Level""""}"," {'""max'"": 140500.0"," '""min'"": 121686.54"," '""label'"": '""Senior Level'""}]""",1780656000.00,3372000000.00,2576328000.00,VND,"[{'max'"": 2179051376"," '""min'"": 1780656000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2920476991"," '""min'"": 2179051376"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3372000000"," '""min'"": 2920476991"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
810,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,78806.00,163859.00,121332.00,USD,"[{""max"""": 100785.33"," '""min'"": 78806.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 142454.21"," '""min'"": 100785.33"," """"label"""": """"Mid Level""""}"," {'""max'"": 163859.0"," '""min'"": 142454.21"," '""label'"": '""Senior Level'""}]""",1891344000.00,3932616000.00,2911968000.00,VND,"[{'max'"": 2418847923"," '""min'"": 1891344000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 3418900982"," '""min'"": 2418847923"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3932616000"," '""min'"": 3418900982"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
811,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,56326.00,134941.00,95633.00,USD,"[{""max"""": 77442.44"," '""min'"": 56326.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 110164.67"," '""min'"": 77442.44"," """"label"""": """"Mid Level""""}"," {'""max'"": 134941.0"," '""min'"": 110164.67"," '""label'"": '""Senior Level'""}]""",1351824000.00,3238584000.00,2295192000.00,VND,"[{'max'"": 1858618650"," '""min'"": 1351824000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2643952014"," '""min'"": 1858618650"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3238584000"," '""min'"": 2643952014"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
812,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,61027.00,131653.00,96340.00,USD,"[{""max"""": 81460.96"," '""min'"": 61027.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 108355.64"," '""min'"": 81460.96"," """"label"""": """"Mid Level""""}"," {'""max'"": 131653.0"," '""min'"": 108355.64"," '""label'"": '""Senior Level'""}]""",1464648000.00,3159672000.00,2312160000.00,VND,"[{'max'"": 1955063087"," '""min'"": 1464648000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2600535355"," '""min'"": 1955063087"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 3159672000"," '""min'"": 2600535355"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
813,Some preparation needed. Usually requires few months to 1 year of production experience.,Some preparation needed. Usually requires few months to 1 year of production experience.,High school diploma required. Technical training or apprenticeship preferred.,High school diploma required. Technical training or apprenticeship preferred.,40796.00,121451.00,81123.00,USD,"[{""max"""": 67421.31"," '""min'"": 40796.0"," '""label'"": '""Entry Level'""}"," {'""max'"": 99615.8"," '""min'"": 67421.31"," """"label"""": """"Mid Level""""}"," {'""max'"": 121451.0"," '""min'"": 99615.8"," '""label'"": '""Senior Level'""}]""",979104000.00,2914824000.00,1946952000.00,VND,"[{'max'"": 1618111491"," '""min'"": 979104000"," '""label'"": '""Cấp mới vào nghề'""}"," {'""max'"": 2390779169"," '""min'"": 1618111491"," '""label'"": '""Cấp trung cấp'""}"," {'""max'"": 2914824000"," '""min'"": 2390779169"," '""label'"": '""Cấp cao cấp'""}]""",2026-01-27 15:44:54.424881+00
